,prompts,keys,outputs
102,"Delaware Dover, Mississippi Jackson, Tennessee Nashville, Maine Augusta, Washington Olympia, Wisconsin Madison, Virginia",Richmond,"Richmond, Utah Salt Lake City, Oklahoma Oklahoma City,"
103,"New Jersey Trenton, Wyoming Cheyenne, Oregon Salem, South Carolina Columbia, Arizona Phoenix, South Dakota Pierre, Minnesota",St. Paul,"St. Paul, Wisconsin Madison, Minnesota
New Jersey"
104,"Arizona Phoenix, Oklahoma Oklahoma City, Minnesota St. Paul, Nebraska Lincoln, North Carolina Raleigh, Idaho Boise, Maine",Augusta,"Portland, Tennessee Nashville, Oregon Portland, North"
105,"Oklahoma Oklahoma City, Michigan Lansing, Georgia Atlanta, Wisconsin Madison, Montana Helena, New Jersey Trenton, Connecticut",Hartford,"Hartford, New York Albany, New York Syrac"
106,"New York Albany, Utah Salt Lake City, New Hampshire Concord, Florida Tallahassee, Indiana Indianapolis, Idaho Boise, North Dakota",Bismarck,"Bismarck, Oklahoma City, South Dakota Si"
107,"Florida Tallahassee, Connecticut Hartford, Wyoming Cheyenne, Illinois Springfield, Colorado Denver, Tennessee Nashville, Nevada",Carson City,"Las Vegas, New Jersey Trenton, Ohio Columb"
108,"Idaho Boise, Kentucky Frankfort, Rhode Island Providence, Utah Salt Lake City, South Carolina Columbia, Maine Augusta, Kansas",Topeka,"Topeka, Minnesota St. Paul, Oregon Salem"
109,"Washington Olympia, Wyoming Cheyenne, New York Albany, Minnesota St. Paul, Hawaii Honolulu, Rhode Island Providence, North Dakota",Bismarck,"Bismarck, South Dakota Pierre, Nebr"
110,"West Virginia Charleston, New Hampshire Concord, Arizona Phoenix, Indiana Indianapolis, Massachusetts Boston, California Sacramento, Nevada",Carson City,"Las Vegas, Nevada Reno, Arizona Tuc"
111,"Idaho Boise, Arizona Phoenix, Alaska Juneau, Maryland Annapolis, Georgia Atlanta, Michigan Lansing, Kansas",Topeka,"Topeka, Ohio Columbus, Washington Olympia,"
112,"Oregon Salem, Wyoming Cheyenne, Ohio Columbus, New Hampshire Concord, Colorado Denver, Massachusetts Boston, Alabama",Montgomery,"Montgomery, Minnesota Minneapolis, Ohio Toled"
113,"West Virginia Charleston, Indiana Indianapolis, South Dakota Pierre, New Jersey Trenton, Delaware Dover, Kentucky Frankfort, Texas",Austin,"Austin, Minnesota St. Paul, Ohio Columbus, Oklahoma"
114,"Missouri Jefferson City, Hawaii Honolulu, Kansas Topeka, Oklahoma Oklahoma City, Alabama Montgomery, Indiana Indianapolis, Vermont",Montpelier,"Montpelier,
The 10 Best Things To"
115,"Alaska Juneau, Maryland Annapolis, Mississippi Jackson, New Jersey Trenton, Wyoming Cheyenne, Pennsylvania Harrisburg, Maine",Augusta,"Augusta, Washington Olympia, Minnesota Saint Paul, California"
116,"Kentucky Frankfort, Arizona Phoenix, Missouri Jefferson City, Maine Augusta, Rhode Island Providence, Arkansas Little Rock, Maryland",Annapolis,"Annapolis, Kansas Topeka, Louisiana Baton Rou"
117,"New Jersey Trenton, Utah Salt Lake City, Kansas Topeka, Pennsylvania Harrisburg, Indiana Indianapolis, Vermont Montpelier, Illinois",Springfield,"Springfield, North Carolina Raleigh, Alabama Birmingham"
118,"Connecticut Hartford, Delaware Dover, Vermont Montpelier, Missouri Jefferson City, Wyoming Cheyenne, Rhode Island Providence, Alaska",Juneau,"Juneau, Illinois Springfield, Arizona Phoenix, Kentucky Frank"
119,"Massachusetts Boston, Nebraska Lincoln, Rhode Island Providence, Maryland Annapolis, Colorado Denver, New Hampshire Concord, Alaska",Juneau,"Juneau, Idaho Boise, Iowa Des Moines"
120,"Oklahoma Oklahoma City, Michigan Lansing, Kansas Topeka, South Dakota Pierre, Arizona Phoenix, Utah Salt Lake City, Florida",Tallahassee,", New York City, Florida, and the District of Columbia"
121,"Oklahoma Oklahoma City, Tennessee Nashville, Texas Austin, Louisiana Baton Rouge, Kentucky Frankfort, Massachusetts Boston, Connecticut",Hartford,"Hartford, New York New York City, Alabama Birmingham"
122,"Texas Austin, Massachusetts Boston, Oklahoma Oklahoma City, Michigan Lansing, Utah Salt Lake City, Alaska Juneau, New York",Albany,"New York City, New York, New York City, California"
123,"Michigan Lansing, Virginia Richmond, Nevada Carson City, Delaware Dover, Mississippi Jackson, New Jersey Trenton, Washington",Olympia,"Olympia, Kansas Topeka, Utah Salt Lake"
124,"Oklahoma Oklahoma City, Delaware Dover, Hawaii Honolulu, South Dakota Pierre, Texas Austin, Montana Helena, Maryland",Annapolis,"Annapolis, Oregon Salem, Indiana Indianapolis, Missouri"
125,"Washington Olympia, Massachusetts Boston, Delaware Dover, Arizona Phoenix, Illinois Springfield, Missouri Jefferson City, New Mexico",Santa Fe,"Santa Fe, New York Albany, North Carolina Rale"
126,"Colorado Denver, California Sacramento, Virginia Richmond, Mississippi Jackson, Oklahoma Oklahoma City, New Mexico Santa Fe, South Dakota",Pierre,"Rapid City, Texas Austin, Dallas, San Antonio,"
127,"Georgia Atlanta, Tennessee Nashville, Hawaii Honolulu, New Hampshire Concord, Virginia Richmond, California Sacramento, Florida",Tallahassee,"Tampa, Arizona Phoenix, Nevada Las Vegas,"
128,"Texas Austin, North Dakota Bismarck, New Mexico Santa Fe, Hawaii Honolulu, New Jersey Trenton, Massachusetts Boston, Florida",Tallahassee,"Tallahassee, New Mexico Santa Fe, Virginia Richmond"
129,"South Carolina Columbia, Texas Austin, Montana Helena, Hawaii Honolulu, Delaware Dover, Rhode Island Providence, Kentucky",Frankfort,"Frankfort, Vermont Montpelier, Arkansas Little"
130,"New Jersey Trenton, Louisiana Baton Rouge, Kansas Topeka, Georgia Atlanta, Indiana Indianapolis, Alabama Montgomery, New Mexico",Santa Fe,"Las Vegas, Oklahoma City, Kentucky Louisville, South"
131,"Mississippi Jackson, Idaho Boise, Kentucky Frankfort, New York Albany, Kansas Topeka, Oklahoma Oklahoma City, California",Sacramento,"Los Angeles, California Santa Ana, California Santa Ana, California"
132,"Washington Olympia, Georgia Atlanta, Hawaii Honolulu, Alabama Montgomery, South Dakota Pierre, Arizona Phoenix, Alaska",Juneau,"Juneau, California Sacramento, Delaware Dover"
133,"Washington Olympia, Missouri Jefferson City, Utah Salt Lake City, Tennessee Nashville, Indiana Indianapolis, Kentucky Frankfort, New York",Albany,"Albany, South Carolina Columbia, North Carolina Raleigh"
134,"Hawaii Honolulu, Utah Salt Lake City, West Virginia Charleston, Florida Tallahassee, Idaho Boise, Pennsylvania Harrisburg, Maryland",Annapolis,"Baltimore, Maryland Washington, District of Columbia
Climate"
135,"Arkansas Little Rock, Rhode Island Providence, North Dakota Bismarck, Ohio Columbus, Wisconsin Madison, Georgia Atlanta, Nebraska",Lincoln,"Omaha, Arizona Phoenix, Oklahoma City, Louisiana New"
136,"Hawaii Honolulu, Virginia Richmond, Missouri Jefferson City, California Sacramento, Massachusetts Boston, New Jersey Trenton, West Virginia",Charleston,"Charleston, West Virginia Huntington, West Virginia"
137,"South Dakota Pierre, Tennessee Nashville, Nevada Carson City, Connecticut Hartford, Massachusetts Boston, Arkansas Little Rock, Alabama",Montgomery,"Montgomery, Arizona Phoenix, California Sacramento,"
138,"Arizona Phoenix, Connecticut Hartford, Wyoming Cheyenne, Florida Tallahassee, Ohio Columbus, Delaware Dover, South Dakota",Pierre,"Pierre, Washington Olympia, Minnesota St. Paul, Neb"
